# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2025-09-03 22:45:12 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15478040 PHELAN C NR PAXSON AK
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 15478040
#    TS_ID       Parameter Description
#    1755        00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	1755_00065	1755_00065_cd
USGS	15478040	2024-09-11 12:00	AKDT	47.89	P
USGS	15478040	2024-09-11 12:15	AKDT	47.88	P
USGS	15478040	2024-09-11 12:30	AKDT	47.85	P
USGS	15478040	2024-09-11 12:45	AKDT	47.91	P
USGS	15478040	2024-09-11 13:00	AKDT	47.89	P
USGS	15478040	2024-09-11 13:15	AKDT	47.90	P
USGS	15478040	2024-09-11 13:30	AKDT	47.90	P
USGS	15478040	2024-09-11 13:45	AKDT	47.90	P
USGS	15478040	2024-09-11 14:00	AKDT	47.90	P
USGS	15478040	2024-09-11 14:15	AKDT	47.90	P
USGS	15478040	2024-09-11 14:30	AKDT	47.92	P
USGS	15478040	2024-09-11 14:45	AKDT	47.90	P
USGS	15478040	2024-09-11 15:00	AKDT	47.92	P
USGS	15478040	2024-09-11 15:15	AKDT	47.91	P
USGS	15478040	2024-09-11 15:30	AKDT	47.91	P
USGS	15478040	2024-09-11 15:45	AKDT	47.91	P
USGS	15478040	2024-09-11 16:00	AKDT	47.88	P
USGS	15478040	2024-09-11 16:15	AKDT	47.90	P
USGS	15478040	2024-09-11 16:30	AKDT	47.89	P
USGS	15478040	2024-09-11 16:45	AKDT	47.92	P
USGS	15478040	2024-09-11 17:00	AKDT	47.90	P
USGS	15478040	2024-09-11 17:15	AKDT	47.93	P
USGS	15478040	2024-09-11 17:30	AKDT	47.89	P
USGS	15478040	2024-09-11 17:45	AKDT	47.91	P
USGS	15478040	2024-09-11 18:00	AKDT	47.93	P
USGS	15478040	2024-09-11 18:15	AKDT	47.93	P
USGS	15478040	2024-09-11 18:30	AKDT	47.90	P
USGS	15478040	2024-09-11 18:45	AKDT	47.92	P
USGS	15478040	2024-09-11 19:00	AKDT	47.90	P
USGS	15478040	2024-09-11 19:15	AKDT	47.89	P
USGS	15478040	2024-09-11 19:30	AKDT	47.89	P
USGS	15478040	2024-09-11 19:45	AKDT	47.89	P
USGS	15478040	2024-09-11 20:00	AKDT	47.90	P
USGS	15478040	2024-09-11 20:15	AKDT	47.89	P
USGS	15478040	2024-09-11 20:30	AKDT	47.88	P
USGS	15478040	2024-09-11 20:45	AKDT	47.87	P
USGS	15478040	2024-09-11 21:00	AKDT	47.87	P
USGS	15478040	2024-09-11 21:15	AKDT	47.86	P
USGS	15478040	2024-09-11 21:30	AKDT	47.86	P
USGS	15478040	2024-09-11 21:45	AKDT	47.86	P
USGS	15478040	2024-09-11 22:00	AKDT	47.86	P
USGS	15478040	2024-09-11 22:15	AKDT	47.87	P
USGS	15478040	2024-09-11 22:30	AKDT	47.88	P
USGS	15478040	2024-09-11 22:45	AKDT	47.86	P
USGS	15478040	2024-09-11 23:00	AKDT	47.85	P
USGS	15478040	2024-09-11 23:15	AKDT	47.84	P
USGS	15478040	2024-09-11 23:30	AKDT	47.86	P
USGS	15478040	2024-09-11 23:45	AKDT	47.86	P
USGS	15478040	2024-09-12 00:00	AKDT	47.83	P
USGS	15478040	2024-09-12 00:15	AKDT	47.83	P
USGS	15478040	2024-09-12 00:30	AKDT	47.86	P
USGS	15478040	2024-09-12 00:45	AKDT	47.83	P
USGS	15478040	2024-09-12 01:00	AKDT	47.83	P
USGS	15478040	2024-09-12 01:15	AKDT	47.83	P
USGS	15478040	2024-09-12 01:30	AKDT	47.85	P
USGS	15478040	2024-09-12 01:45	AKDT	47.83	P
USGS	15478040	2024-09-12 02:00	AKDT	47.84	P
USGS	15478040	2024-09-12 02:15	AKDT	47.83	P
USGS	15478040	2024-09-12 02:30	AKDT	47.83	P
USGS	15478040	2024-09-12 02:45	AKDT	47.83	P
USGS	15478040	2024-09-12 03:00	AKDT	47.83	P
USGS	15478040	2024-09-12 03:15	AKDT	47.84	P
USGS	15478040	2024-09-12 03:30	AKDT	47.84	P
USGS	15478040	2024-09-12 03:45	AKDT	47.84	P
USGS	15478040	2024-09-12 04:00	AKDT	47.81	P
USGS	15478040	2024-09-12 04:15	AKDT	47.82	P
USGS	15478040	2024-09-12 04:30	AKDT	47.83	P
USGS	15478040	2024-09-12 04:45	AKDT	47.84	P
USGS	15478040	2024-09-12 05:00	AKDT	47.84	P
USGS	15478040	2024-09-12 05:15	AKDT	47.83	P
USGS	15478040	2024-09-12 05:30	AKDT	47.81	P
USGS	15478040	2024-09-12 05:45	AKDT	47.81	P
USGS	15478040	2024-09-12 06:00	AKDT	47.82	P
USGS	15478040	2024-09-12 06:15	AKDT	47.82	P
USGS	15478040	2024-09-12 06:30	AKDT	47.83	P
USGS	15478040	2024-09-12 06:45	AKDT	47.81	P
USGS	15478040	2024-09-12 07:00	AKDT	47.83	P
USGS	15478040	2024-09-12 07:15	AKDT	47.81	P
USGS	15478040	2024-09-12 07:30	AKDT	47.82	P
USGS	15478040	2024-09-12 07:45	AKDT	47.82	P
USGS	15478040	2024-09-12 08:00	AKDT	47.80	P
USGS	15478040	2024-09-12 08:15	AKDT	47.82	P
USGS	15478040	2024-09-12 08:30	AKDT	47.81	P
USGS	15478040	2024-09-12 08:45	AKDT	47.82	P
USGS	15478040	2024-09-12 09:00	AKDT	47.81	P
USGS	15478040	2024-09-12 09:15	AKDT	47.82	P
USGS	15478040	2024-09-12 09:30	AKDT	47.83	P
USGS	15478040	2024-09-12 09:45	AKDT	47.82	P
USGS	15478040	2024-09-12 10:00	AKDT	47.82	P
USGS	15478040	2024-09-12 10:15	AKDT	47.82	P
USGS	15478040	2024-09-12 10:30	AKDT	47.83	P
USGS	15478040	2024-09-12 10:45	AKDT	47.83	P
USGS	15478040	2024-09-12 11:00	AKDT	47.82	P
USGS	15478040	2024-09-12 11:15	AKDT	47.84	P
USGS	15478040	2024-09-12 11:30	AKDT	47.84	P
USGS	15478040	2024-09-12 11:45	AKDT	47.85	P
USGS	15478040	2024-09-12 12:00	AKDT	47.84	P
USGS	15478040	2024-09-12 12:15	AKDT	47.84	P
USGS	15478040	2024-09-12 12:30	AKDT	47.88	P
USGS	15478040	2024-09-12 12:45	AKDT	47.87	P
USGS	15478040	2024-09-12 13:00	AKDT	47.87	P
USGS	15478040	2024-09-12 13:15	AKDT	47.89	P
USGS	15478040	2024-09-12 13:30	AKDT	47.86	P
USGS	15478040	2024-09-12 13:45	AKDT	47.88	P
USGS	15478040	2024-09-12 14:00	AKDT	47.84	P
USGS	15478040	2024-09-12 14:15	AKDT	47.91	P
USGS	15478040	2024-09-12 14:30	AKDT	47.89	P
USGS	15478040	2024-09-12 14:45	AKDT	47.89	P
USGS	15478040	2024-09-12 15:00	AKDT	47.89	P
USGS	15478040	2024-09-12 15:15	AKDT	47.90	P
USGS	15478040	2024-09-12 15:30	AKDT	47.84	P
USGS	15478040	2024-09-12 15:45	AKDT	47.87	P
USGS	15478040	2024-09-12 16:00	AKDT	47.88	P
USGS	15478040	2024-09-12 16:15	AKDT	47.89	P
USGS	15478040	2024-09-12 16:30	AKDT	47.87	P
USGS	15478040	2024-09-12 16:45	AKDT	47.90	P
USGS	15478040	2024-09-12 17:00	AKDT	47.86	P
USGS	15478040	2024-09-12 17:15	AKDT	47.88	P
USGS	15478040	2024-09-12 17:30	AKDT	47.89	P
USGS	15478040	2024-09-12 17:45	AKDT	47.91	P
USGS	15478040	2024-09-12 18:00	AKDT	47.86	P
USGS	15478040	2024-09-12 18:15	AKDT	47.88	P
USGS	15478040	2024-09-12 18:30	AKDT	47.93	P
USGS	15478040	2024-09-12 18:45	AKDT	47.89	P
USGS	15478040	2024-09-12 19:00	AKDT	47.90	P
USGS	15478040	2024-09-12 19:15	AKDT	47.92	P
USGS	15478040	2024-09-12 19:30	AKDT	47.92	P
USGS	15478040	2024-09-12 19:45	AKDT	47.96	P
USGS	15478040	2024-09-12 20:00	AKDT	47.93	P
USGS	15478040	2024-09-12 20:15	AKDT	47.93	P
USGS	15478040	2024-09-12 20:30	AKDT	47.93	P
USGS	15478040	2024-09-12 20:45	AKDT	47.93	P
USGS	15478040	2024-09-12 21:00	AKDT	47.89	P
USGS	15478040	2024-09-12 21:15	AKDT	47.85	P
USGS	15478040	2024-09-12 21:30	AKDT	47.90	P
USGS	15478040	2024-09-12 21:45	AKDT	47.90	P
USGS	15478040	2024-09-12 22:00	AKDT	47.89	P
USGS	15478040	2024-09-12 22:15	AKDT	47.87	P
USGS	15478040	2024-09-12 22:30	AKDT	47.82	P
USGS	15478040	2024-09-12 22:45	AKDT	47.88	P
USGS	15478040	2024-09-12 23:00	AKDT	47.89	P
USGS	15478040	2024-09-12 23:15	AKDT	47.88	P
USGS	15478040	2024-09-12 23:30	AKDT	47.87	P
USGS	15478040	2024-09-12 23:45	AKDT	47.87	P
USGS	15478040	2024-09-13 00:00	AKDT	47.83	P
USGS	15478040	2024-09-13 00:15	AKDT	47.86	P
USGS	15478040	2024-09-13 00:30	AKDT	47.87	P
USGS	15478040	2024-09-13 00:45	AKDT	47.87	P
USGS	15478040	2024-09-13 01:00	AKDT	47.88	P
USGS	15478040	2024-09-13 01:15	AKDT	47.85	P
USGS	15478040	2024-09-13 01:30	AKDT	47.85	P
USGS	15478040	2024-09-13 01:45	AKDT	47.85	P
USGS	15478040	2024-09-13 02:00	AKDT	47.85	P
USGS	15478040	2024-09-13 02:15	AKDT	47.89	P
USGS	15478040	2024-09-13 02:30	AKDT	47.87	P
USGS	15478040	2024-09-13 02:45	AKDT	47.83	P
USGS	15478040	2024-09-13 03:00	AKDT	47.87	P
USGS	15478040	2024-09-13 03:15	AKDT	47.84	P
USGS	15478040	2024-09-13 03:30	AKDT	47.87	P
USGS	15478040	2024-09-13 03:45	AKDT	47.86	P
USGS	15478040	2024-09-13 04:00	AKDT	47.85	P
USGS	15478040	2024-09-13 04:15	AKDT	47.81	P
USGS	15478040	2024-09-13 04:30	AKDT	47.84	P
USGS	15478040	2024-09-13 04:45	AKDT	47.85	P
USGS	15478040	2024-09-13 05:00	AKDT	47.82	P
USGS	15478040	2024-09-13 05:15	AKDT	47.85	P
USGS	15478040	2024-09-13 05:30	AKDT	47.86	P
USGS	15478040	2024-09-13 05:45	AKDT	47.83	P
USGS	15478040	2024-09-13 06:00	AKDT	47.85	P
USGS	15478040	2024-09-13 06:15	AKDT	47.82	P
USGS	15478040	2024-09-13 06:30	AKDT	47.85	P
USGS	15478040	2024-09-13 06:45	AKDT	47.85	P
USGS	15478040	2024-09-13 07:00	AKDT	47.83	P
USGS	15478040	2024-09-13 07:15	AKDT	47.85	P
USGS	15478040	2024-09-13 07:30	AKDT	47.83	P
USGS	15478040	2024-09-13 07:45	AKDT	47.83	P
USGS	15478040	2024-09-13 08:00	AKDT	47.83	P
USGS	15478040	2024-09-13 08:15	AKDT	47.82	P
USGS	15478040	2024-09-13 08:30	AKDT	47.84	P
USGS	15478040	2024-09-13 08:45	AKDT	47.83	P
USGS	15478040	2024-09-13 09:00	AKDT	47.83	P
USGS	15478040	2024-09-13 09:15	AKDT	47.83	P
USGS	15478040	2024-09-13 09:30	AKDT	47.82	P
USGS	15478040	2024-09-13 09:45	AKDT	47.84	P
USGS	15478040	2024-09-13 10:00	AKDT	47.83	P
USGS	15478040	2024-09-13 10:15	AKDT	47.81	P
USGS	15478040	2024-09-13 10:30	AKDT	47.81	P
USGS	15478040	2024-09-13 10:45	AKDT	47.85	P
USGS	15478040	2024-09-13 11:00	AKDT	47.81	P
USGS	15478040	2024-09-13 11:15	AKDT	47.83	P
USGS	15478040	2024-09-13 11:30	AKDT	47.84	P
USGS	15478040	2024-09-13 11:45	AKDT	47.82	P
USGS	15478040	2024-09-13 12:00	AKDT	47.82	P
USGS	15478040	2024-09-13 12:15	AKDT	47.87	P
USGS	15478040	2024-09-13 12:30	AKDT	47.88	P
USGS	15478040	2024-09-13 12:45	AKDT	47.88	P
USGS	15478040	2024-09-13 13:00	AKDT	47.86	P
USGS	15478040	2024-09-13 13:15	AKDT	47.87	P
USGS	15478040	2024-09-13 13:30	AKDT	47.85	P
USGS	15478040	2024-09-13 13:45	AKDT	47.86	P
USGS	15478040	2024-09-13 14:00	AKDT	47.89	P
USGS	15478040	2024-09-13 14:15	AKDT	47.91	P
USGS	15478040	2024-09-13 14:30	AKDT	47.92	P
USGS	15478040	2024-09-13 14:45	AKDT	47.90	P
USGS	15478040	2024-09-13 15:00	AKDT	47.86	P
USGS	15478040	2024-09-13 15:15	AKDT	47.89	P
USGS	15478040	2024-09-13 15:30	AKDT	47.89	P
USGS	15478040	2024-09-13 15:45	AKDT	47.88	P
USGS	15478040	2024-09-13 16:00	AKDT	47.88	P
USGS	15478040	2024-09-13 16:15	AKDT	47.88	P
USGS	15478040	2024-09-13 16:30	AKDT	47.88	P
USGS	15478040	2024-09-13 16:45	AKDT	47.89	P
USGS	15478040	2024-09-13 17:00	AKDT	47.88	P
USGS	15478040	2024-09-13 17:15	AKDT	47.88	P
USGS	15478040	2024-09-13 17:30	AKDT	47.84	P
USGS	15478040	2024-09-13 17:45	AKDT	47.85	P
USGS	15478040	2024-09-13 18:00	AKDT	47.84	P
USGS	15478040	2024-09-13 18:15	AKDT	47.87	P
USGS	15478040	2024-09-13 18:30	AKDT	47.88	P
USGS	15478040	2024-09-13 18:45	AKDT	47.89	P
USGS	15478040	2024-09-13 19:00	AKDT	47.89	P
USGS	15478040	2024-09-13 19:15	AKDT	47.88	P
USGS	15478040	2024-09-13 19:30	AKDT	47.85	P
USGS	15478040	2024-09-13 19:45	AKDT	47.87	P
USGS	15478040	2024-09-13 20:00	AKDT	47.86	P
USGS	15478040	2024-09-13 20:15	AKDT	47.85	P
USGS	15478040	2024-09-13 20:30	AKDT	47.87	P
USGS	15478040	2024-09-13 20:45	AKDT	47.83	P
USGS	15478040	2024-09-13 21:00	AKDT	47.82	P
USGS	15478040	2024-09-13 21:15	AKDT	47.83	P
USGS	15478040	2024-09-13 21:30	AKDT	47.79	P
USGS	15478040	2024-09-13 21:45	AKDT	47.83	P
USGS	15478040	2024-09-13 22:00	AKDT	47.82	P
USGS	15478040	2024-09-13 22:15	AKDT	47.81	P
USGS	15478040	2024-09-13 22:30	AKDT	47.80	P
USGS	15478040	2024-09-13 22:45	AKDT	47.80	P
USGS	15478040	2024-09-13 23:00	AKDT	47.82	P
USGS	15478040	2024-09-13 23:15	AKDT	47.83	P
USGS	15478040	2024-09-13 23:30	AKDT	47.81	P
USGS	15478040	2024-09-13 23:45	AKDT	47.79	P
USGS	15478040	2024-09-14 00:00	AKDT	47.81	P
USGS	15478040	2024-09-14 00:15	AKDT	47.80	P
USGS	15478040	2024-09-14 00:30	AKDT	47.79	P
USGS	15478040	2024-09-14 00:45	AKDT	47.80	P
USGS	15478040	2024-09-14 01:00	AKDT	47.79	P
USGS	15478040	2024-09-14 01:15	AKDT	47.80	P
USGS	15478040	2024-09-14 01:30	AKDT	47.81	P
USGS	15478040	2024-09-14 01:45	AKDT	47.78	P
USGS	15478040	2024-09-14 02:00	AKDT	47.79	P
USGS	15478040	2024-09-14 02:15	AKDT	47.80	P
USGS	15478040	2024-09-14 02:30	AKDT	47.78	P
USGS	15478040	2024-09-14 02:45	AKDT	47.79	P
USGS	15478040	2024-09-14 03:00	AKDT	47.78	P
USGS	15478040	2024-09-14 03:15	AKDT	47.79	P
USGS	15478040	2024-09-14 03:30	AKDT	47.77	P
USGS	15478040	2024-09-14 03:45	AKDT	47.78	P
USGS	15478040	2024-09-14 04:00	AKDT	47.77	P
USGS	15478040	2024-09-14 04:15	AKDT	47.79	P
USGS	15478040	2024-09-14 04:30	AKDT	47.78	P
USGS	15478040	2024-09-14 04:45	AKDT	47.78	P
USGS	15478040	2024-09-14 05:00	AKDT	47.78	P
USGS	15478040	2024-09-14 05:15	AKDT	47.78	P
USGS	15478040	2024-09-14 05:30	AKDT	47.78	P
USGS	15478040	2024-09-14 05:45	AKDT	47.78	P
USGS	15478040	2024-09-14 06:00	AKDT	47.77	P
USGS	15478040	2024-09-14 06:15	AKDT	47.78	P
USGS	15478040	2024-09-14 06:30	AKDT	47.77	P
USGS	15478040	2024-09-14 06:45	AKDT	47.78	P
USGS	15478040	2024-09-14 07:00	AKDT	47.78	P
USGS	15478040	2024-09-14 07:15	AKDT	47.76	P
USGS	15478040	2024-09-14 07:30	AKDT	47.76	P
USGS	15478040	2024-09-14 07:45	AKDT	47.77	P
USGS	15478040	2024-09-14 08:00	AKDT	47.77	P
USGS	15478040	2024-09-14 08:15	AKDT	47.76	P
USGS	15478040	2024-09-14 08:30	AKDT	47.77	P
USGS	15478040	2024-09-14 08:45	AKDT	47.77	P
USGS	15478040	2024-09-14 09:00	AKDT	47.76	P
USGS	15478040	2024-09-14 09:15	AKDT	47.75	P
USGS	15478040	2024-09-14 09:30	AKDT	47.77	P
USGS	15478040	2024-09-14 09:45	AKDT	47.77	P
USGS	15478040	2024-09-14 10:00	AKDT	47.75	P
USGS	15478040	2024-09-14 10:15	AKDT	47.76	P
USGS	15478040	2024-09-14 10:30	AKDT	47.76	P
USGS	15478040	2024-09-14 10:45	AKDT	47.76	P
USGS	15478040	2024-09-14 11:00	AKDT	47.76	P
USGS	15478040	2024-09-14 11:15	AKDT	47.75	P
USGS	15478040	2024-09-14 11:30	AKDT	47.75	P
USGS	15478040	2024-09-14 11:45	AKDT	47.76	P
USGS	15478040	2024-09-14 12:00	AKDT	47.75	P
USGS	15478040	2024-09-14 12:15	AKDT	47.75	P
USGS	15478040	2024-09-14 12:30	AKDT	47.76	P
USGS	15478040	2024-09-14 12:45	AKDT	47.77	P
USGS	15478040	2024-09-14 13:00	AKDT	47.77	P
USGS	15478040	2024-09-14 13:15	AKDT	47.78	P
USGS	15478040	2024-09-14 13:30	AKDT	47.78	P
USGS	15478040	2024-09-14 13:45	AKDT	47.79	P
USGS	15478040	2024-09-14 14:00	AKDT	47.77	P
USGS	15478040	2024-09-14 14:15	AKDT	47.80	P
USGS	15478040	2024-09-14 14:30	AKDT	47.80	P
USGS	15478040	2024-09-14 14:45	AKDT	47.79	P
USGS	15478040	2024-09-14 15:00	AKDT	47.80	P
USGS	15478040	2024-09-14 15:15	AKDT	47.78	P
USGS	15478040	2024-09-14 15:30	AKDT	47.80	P
USGS	15478040	2024-09-14 15:45	AKDT	47.79	P
USGS	15478040	2024-09-14 16:00	AKDT	47.79	P
USGS	15478040	2024-09-14 16:15	AKDT	47.78	P
USGS	15478040	2024-09-14 16:30	AKDT	47.79	P
USGS	15478040	2024-09-14 16:45	AKDT	47.80	P
USGS	15478040	2024-09-14 17:00	AKDT	47.80	P
USGS	15478040	2024-09-14 17:15	AKDT	47.82	P
USGS	15478040	2024-09-14 17:30	AKDT	47.82	P
USGS	15478040	2024-09-14 17:45	AKDT	47.83	P
USGS	15478040	2024-09-14 18:00	AKDT	47.83	P
USGS	15478040	2024-09-14 18:15	AKDT	47.82	P
USGS	15478040	2024-09-14 18:30	AKDT	47.83	P
USGS	15478040	2024-09-14 18:45	AKDT	47.88	P
USGS	15478040	2024-09-14 19:00	AKDT	47.86	P
USGS	15478040	2024-09-14 19:15	AKDT	47.86	P
USGS	15478040	2024-09-14 19:30	AKDT	47.88	P
USGS	15478040	2024-09-14 19:45	AKDT	47.92	P
USGS	15478040	2024-09-14 20:00	AKDT	47.90	P
USGS	15478040	2024-09-14 20:15	AKDT	47.93	P
USGS	15478040	2024-09-14 20:30	AKDT	47.90	P
USGS	15478040	2024-09-14 20:45	AKDT	47.91	P
USGS	15478040	2024-09-14 21:00	AKDT	47.95	P
USGS	15478040	2024-09-14 21:15	AKDT	47.92	P
USGS	15478040	2024-09-14 21:30	AKDT	47.95	P
USGS	15478040	2024-09-14 21:45	AKDT	47.94	P
USGS	15478040	2024-09-14 22:00	AKDT	47.92	P
USGS	15478040	2024-09-14 22:15	AKDT	47.96	P
USGS	15478040	2024-09-14 22:30	AKDT	47.96	P
USGS	15478040	2024-09-14 22:45	AKDT	47.90	P
USGS	15478040	2024-09-14 23:00	AKDT	47.91	P
USGS	15478040	2024-09-14 23:15	AKDT	47.92	P
USGS	15478040	2024-09-14 23:30	AKDT	47.89	P
USGS	15478040	2024-09-14 23:45	AKDT	47.93	P
